step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.DOWN,5,6,38,0.0,0,0,50.0,0,False,False,50.0
2,Action.UP,5,5,38,1.0,0,0,0.0,0,False,False,50.0
3,Action.RIGHT,6,5,38,3.0,0,0,0.0,0,False,False,50.0
4,Action.RIGHT,7,5,38,3.0,0,0,0.0,0,False,False,50.0
5,Action.A,7,5,38,3.0,0,0,1.0,0,False,False,51.0
6,Action.UP,7,4,38,1.0,0,0,0.0,0,False,False,51.0
7,Action.UP,7,3,38,1.0,0,0,0.0,0,False,False,51.0
8,Action.LEFT,6,3,38,2.0,0,0,0.0,0,False,False,51.0
9,Action.LEFT,5,3,38,2.0,0,0,0.0,0,False,False,51.0
10,Action.RIGHT,6,3,38,3.0,0,0,1.0,0,False,False,52.0
11,Action.RIGHT,7,3,38,3.0,0,0,1.0,0,False,False,53.0
12,Action.A,7,3,38,3.0,0,0,0.0,0,False,False,53.0
13,Action.LEFT,6,3,38,2.0,0,0,0.0,0,False,False,53.0
14,Action.NO_OP,6,3,38,2.0,0,0,-0.03,0,False,False,52.97
15,Action.A,6,3,38,2.0,0,0,-0.04,0,False,False,52.93
16,Action.RIGHT,7,3,38,3.0,0,0,-0.03,0,False,False,52.9
17,Action.B,7,3,38,3.0,0,0,-0.04,0,False,False,52.86
18,Action.B,7,3,38,3.0,0,0,-0.05,0,False,False,52.81
19,Action.LEFT,6,3,38,2.0,0,0,-0.05,0,False,False,52.760000000000005
20,Action.UP,6,2,38,1.0,0,0,0.0,0,False,False,52.760000000000005
21,Action.DOWN,6,3,38,0.0,0,0,-0.06,0,False,False,52.7
22,Action.B,6,3,38,0.0,0,0,-0.07,0,False,False,52.63
23,Action.DOWN,6,4,38,0.0,0,0,0.0,0,False,False,52.63
24,Action.RIGHT,7,4,38,3.0,0,0,1.0,0,False,False,53.63
25,Action.UP,7,3,38,1.0,0,0,-0.06,0,False,False,53.57
26,Action.UP,7,2,38,1.0,0,0,0.0,0,False,False,53.57
27,Action.A,7,2,38,1.0,0,0,1.0,0,False,False,54.57
28,Action.DOWN,7,3,38,0.0,0,0,-0.07,0,False,False,54.5
29,Action.A,7,3,38,0.0,0,0,-0.08,0,False,False,54.42
30,Action.LEFT,6,3,38,2.0,0,0,-0.08,0,False,False,54.34
31,Action.RIGHT,7,3,38,3.0,0,0,-0.09,0,False,False,54.25
32,Action.UP,7,2,38,1.0,0,0,0.0,0,False,False,54.25
33,Action.UP,7,1,37,1.0,0,0,60.0,0,False,False,114.25
34,Action.LEFT,7,1,37,1.0,0,0,1.0,0,False,False,115.25
35,Action.A,7,1,37,1.0,0,0,0.0,0,False,False,115.25
36,Action.DOWN,7,1,37,0.0,0,0,-0.03,0,False,False,115.22
37,Action.A,7,2,37,0.0,0,0,0.0,0,False,False,115.22
38,Action.UP,7,1,38,1.0,0,0,0.0,0,False,False,115.22
39,Action.LEFT,7,1,38,1.0,0,0,1.0,0,False,False,116.22
40,Action.B,7,1,38,1.0,0,0,0.0,0,False,False,116.22
41,Action.B,7,1,38,1.0,0,0,-0.03,0,False,False,116.19
42,Action.NO_OP,7,1,38,1.0,0,0,-0.04,0,False,False,116.14999999999999
43,Action.A,7,1,38,1.0,0,0,-0.05,0,False,False,116.1
44,Action.DOWN,7,2,38,0.0,0,0,-0.03,0,False,False,116.07
45,Action.DOWN,7,3,38,0.0,0,0,-0.1,0,False,False,115.97
46,Action.B,7,3,38,0.0,0,0,-0.1,0,False,False,115.87
47,Action.B,7,3,38,0.0,0,0,-0.1,0,False,False,115.77000000000001
48,Action.UP,7,2,38,1.0,0,0,-0.04,0,False,False,115.73
49,Action.DOWN,7,3,38,0.0,0,0,-0.1,0,False,False,115.63000000000001
50,Action.B,7,3,38,0.0,0,0,-0.1,0,False,False,115.53000000000002
51,Action.B,7,3,38,0.0,0,0,-0.1,0,False,False,115.43000000000002
52,Action.UP,7,2,38,1.0,0,0,-0.05,0,False,False,115.38000000000002
53,Action.DOWN,7,3,38,0.0,0,0,-0.1,0,False,False,115.28000000000003
54,Action.B,7,3,38,0.0,0,0,-0.1,0,False,False,115.18000000000004
55,Action.LEFT,6,3,38,2.0,0,0,-0.09,0,False,False,115.09000000000003
56,Action.A,6,3,38,2.0,0,0,-0.1,0,False,False,114.99000000000004
57,Action.RIGHT,7,3,38,3.0,0,0,-0.1,0,False,False,114.89000000000004
58,Action.B,7,3,38,3.0,0,0,-0.1,0,False,False,114.79000000000005
59,Action.B,7,3,38,3.0,0,0,-0.1,0,False,False,114.69000000000005
60,Action.B,7,3,38,3.0,0,0,-0.1,0,False,False,114.59000000000006
61,Action.B,7,3,38,3.0,0,0,-0.1,0,False,False,114.49000000000007
62,Action.DOWN,7,4,38,0.0,0,0,0.0,0,False,False,114.49000000000007
63,Action.RIGHT,7,4,38,3.0,0,0,-0.03,0,False,False,114.46000000000006
64,Action.DOWN,7,5,38,0.0,0,0,0.0,0,False,False,114.46000000000006
65,Action.RIGHT,7,5,38,3.0,0,0,-0.03,0,False,False,114.43000000000006
66,Action.A,7,5,38,3.0,0,0,-0.04,0,False,False,114.39000000000006
67,Action.UP,7,4,38,1.0,0,0,-0.04,0,False,False,114.35000000000005
68,Action.UP,7,3,38,1.0,0,0,-0.1,0,False,False,114.25000000000006
69,Action.A,7,3,38,1.0,0,0,-0.1,0,False,False,114.15000000000006
70,Action.B,7,3,38,1.0,0,0,-0.1,0,False,False,114.05000000000007
71,Action.A,7,3,38,1.0,0,0,-0.1,0,False,False,113.95000000000007
72,Action.A,7,3,38,1.0,0,0,-0.1,0,False,False,113.85000000000008
73,Action.A,7,3,38,1.0,0,0,-0.1,0,False,False,113.75000000000009
74,Action.RIGHT,7,3,38,3.0,0,0,-0.1,0,False,False,113.65000000000009
75,Action.B,7,3,38,3.0,0,0,-0.1,0,False,False,113.5500000000001
76,Action.DOWN,7,4,38,0.0,0,0,-0.05,0,False,False,113.5000000000001
77,Action.UP,7,3,38,1.0,0,0,-0.1,0,False,False,113.4000000000001
78,Action.B,7,3,38,1.0,0,0,-0.1,0,False,False,113.30000000000011
79,Action.A,7,3,38,1.0,0,0,-0.1,0,False,False,113.20000000000012
80,Action.A,7,3,38,1.0,0,0,-0.1,0,False,False,113.10000000000012
