step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.UP,5,4,38,1.0,0,0,50.0,0,False,False,50.0
2,Action.UP,5,3,38,1.0,0,0,0.0,0,False,False,50.0
3,Action.RIGHT,6,3,38,3.0,0,0,0.0,0,False,False,50.0
4,Action.B,6,3,38,3.0,0,0,1.0,0,False,False,51.0
5,Action.RIGHT,7,3,38,3.0,0,0,0.0,0,False,False,51.0
6,Action.UP,7,2,38,1.0,0,0,0.0,0,False,False,51.0
7,Action.UP,7,1,37,1.0,0,0,60.0,0,False,False,111.0
8,Action.RIGHT,7,1,37,1.0,0,0,1.0,0,False,False,112.0
9,Action.NO_OP,7,1,37,1.0,0,0,0.0,0,False,False,112.0
10,Action.DOWN,7,1,37,0.0,0,0,-0.03,0,False,False,111.97
11,Action.LEFT,6,2,37,2.0,0,0,0.0,0,False,False,111.97
12,Action.A,6,2,37,2.0,0,0,1.0,0,False,False,112.97
13,Action.LEFT,5,2,37,2.0,0,0,0.0,0,False,False,112.97
14,Action.LEFT,4,2,37,2.0,0,0,0.0,0,False,False,112.97
15,Action.A,4,2,37,2.0,0,0,1.0,0,False,False,113.97
16,Action.A,4,2,37,2.0,0,0,0.0,0,False,False,113.97
17,Action.A,4,2,37,2.0,0,0,-0.03,0,False,False,113.94
18,Action.A,4,2,37,2.0,0,0,-0.04,0,False,False,113.89999999999999
19,Action.B,4,2,37,2.0,0,0,-0.05,0,False,False,113.85
20,Action.B,4,2,37,2.0,0,0,-0.06,0,False,False,113.78999999999999
21,Action.B,4,2,37,2.0,0,0,-0.07,0,False,False,113.72
22,Action.NO_OP,4,2,37,2.0,0,0,-0.08,0,False,False,113.64
23,Action.B,4,2,37,2.0,0,0,-0.09,0,False,False,113.55
24,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,113.45
25,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,113.35000000000001
26,Action.A,4,2,37,2.0,0,0,-0.1,0,False,False,113.25000000000001
27,Action.A,4,2,37,2.0,0,0,-0.1,0,False,False,113.15000000000002
28,Action.A,4,2,37,2.0,0,0,-0.1,0,False,False,113.05000000000003
29,Action.A,4,2,37,2.0,0,0,-0.1,0,False,False,112.95000000000003
30,Action.RIGHT,5,2,37,3.0,0,0,1.0,0,False,False,113.95000000000003
31,Action.LEFT,4,2,37,2.0,0,0,-0.1,0,False,False,113.85000000000004
32,Action.A,4,2,37,2.0,0,0,-0.1,0,False,False,113.75000000000004
33,Action.A,4,2,37,2.0,0,0,-0.1,0,False,False,113.65000000000005
34,Action.A,4,2,37,2.0,0,0,-0.1,0,False,False,113.55000000000005
35,Action.A,4,2,37,2.0,0,0,-0.1,0,False,False,113.45000000000006
36,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,113.35000000000007
37,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,113.25000000000007
38,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,113.15000000000008
39,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,113.05000000000008
40,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,112.95000000000009
41,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,112.8500000000001
42,Action.B,4,2,37,2.0,0,0,-0.1,0,False,False,112.7500000000001
43,Action.LEFT,3,2,37,2.0,0,0,0.0,0,False,False,112.7500000000001
44,Action.RIGHT,4,2,37,3.0,0,0,-0.1,0,False,False,112.6500000000001
45,Action.B,4,2,37,3.0,0,0,-0.1,0,False,False,112.55000000000011
46,Action.LEFT,3,2,37,2.0,0,0,1.0,0,False,False,113.55000000000011
47,Action.LEFT,2,2,37,2.0,0,0,0.0,0,False,False,113.55000000000011
48,Action.LEFT,1,2,37,2.0,0,0,0.0,0,False,False,113.55000000000011
49,Action.RIGHT,2,2,37,3.0,0,0,1.0,0,False,False,114.55000000000011
50,Action.LEFT,1,2,37,2.0,0,0,1.0,0,False,False,115.55000000000011
51,Action.RIGHT,2,2,37,3.0,0,0,0.0,0,False,False,115.55000000000011
52,Action.LEFT,1,2,37,2.0,0,0,0.0,0,False,False,115.55000000000011
53,Action.RIGHT,2,2,37,3.0,0,0,-0.03,0,False,False,115.52000000000011
54,Action.NO_OP,2,2,37,3.0,0,0,-0.04,0,False,False,115.4800000000001
55,Action.LEFT,1,2,37,2.0,0,0,-0.03,0,False,False,115.4500000000001
56,Action.RIGHT,2,2,37,3.0,0,0,-0.05,0,False,False,115.4000000000001
57,Action.LEFT,1,2,37,2.0,0,0,-0.04,0,False,False,115.3600000000001
58,Action.RIGHT,2,2,37,3.0,0,0,-0.06,0,False,False,115.3000000000001
59,Action.LEFT,1,2,37,2.0,0,0,-0.05,0,False,False,115.2500000000001
60,Action.RIGHT,2,2,37,3.0,0,0,-0.07,0,False,False,115.1800000000001
61,Action.LEFT,1,2,37,2.0,0,0,-0.06,0,False,False,115.1200000000001
62,Action.RIGHT,2,2,37,3.0,0,0,-0.08,0,False,False,115.0400000000001
63,Action.LEFT,1,2,37,2.0,0,0,-0.07,0,False,False,114.97000000000011
64,Action.RIGHT,2,2,37,3.0,0,0,-0.09,0,False,False,114.88000000000011
65,Action.LEFT,1,2,37,2.0,0,0,-0.08,0,False,False,114.80000000000011
66,Action.RIGHT,2,2,37,3.0,0,0,-0.1,0,False,False,114.70000000000012
67,Action.LEFT,1,2,37,2.0,0,0,-0.09,0,False,False,114.61000000000011
68,Action.NO_OP,1,2,37,2.0,0,0,-0.1,0,False,False,114.51000000000012
69,Action.RIGHT,2,2,37,3.0,0,0,-0.1,0,False,False,114.41000000000012
70,Action.LEFT,1,2,37,2.0,0,0,-0.1,0,False,False,114.31000000000013
71,Action.RIGHT,2,2,37,3.0,0,0,-0.1,0,False,False,114.21000000000014
72,Action.LEFT,1,2,37,2.0,0,0,-0.1,0,False,False,114.11000000000014
73,Action.RIGHT,2,2,37,3.0,0,0,-0.1,0,False,False,114.01000000000015
74,Action.LEFT,1,2,37,2.0,0,0,-0.1,0,False,False,113.91000000000015
75,Action.B,1,2,37,2.0,0,0,-0.1,0,False,False,113.81000000000016
76,Action.RIGHT,2,2,37,3.0,0,0,-0.1,0,False,False,113.71000000000016
77,Action.DOWN,2,3,37,0.0,0,0,0.0,0,False,False,113.71000000000016
78,Action.UP,2,2,37,1.0,0,0,-0.1,0,False,False,113.61000000000017
79,Action.DOWN,2,3,37,0.0,0,0,1.0,0,False,False,114.61000000000017
80,Action.A,2,3,37,0.0,0,0,0.0,0,False,False,114.61000000000017
81,Action.LEFT,1,3,37,2.0,0,0,0.0,0,False,False,114.61000000000017
82,Action.LEFT,0,3,37,2.0,0,0,0.0,0,False,False,114.61000000000017
83,Action.RIGHT,1,3,37,3.0,0,0,1.0,0,False,False,115.61000000000017
84,Action.B,1,3,37,3.0,0,0,0.0,0,False,False,115.61000000000017
