step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.UP,5,4,38,1.0,0,0,50.0,0,False,False,50.0
2,Action.RIGHT,6,4,38,3.0,0,0,0.0,0,False,False,50.0
3,Action.UP,6,3,38,1.0,0,0,0.0,0,False,False,50.0
4,Action.RIGHT,7,3,38,3.0,0,0,0.0,0,False,False,50.0
5,Action.B,7,3,38,3.0,0,0,1.0,0,False,False,51.0
6,Action.LEFT,6,3,38,2.0,0,0,1.0,0,False,False,52.0
7,Action.RIGHT,7,3,38,3.0,0,0,0.0,0,False,False,52.0
8,Action.LEFT,6,3,38,2.0,0,0,0.0,0,False,False,52.0
9,Action.A,6,3,38,2.0,0,0,-0.03,0,False,False,51.97
10,Action.B,6,3,38,2.0,0,0,-0.04,0,False,False,51.93
11,Action.RIGHT,7,3,38,3.0,0,0,-0.03,0,False,False,51.9
12,Action.DOWN,7,4,38,0.0,0,0,0.0,0,False,False,51.9
13,Action.A,7,4,38,0.0,0,0,1.0,0,False,False,52.9
14,Action.B,7,4,38,0.0,0,0,0.0,0,False,False,52.9
15,Action.NO_OP,7,4,38,0.0,0,0,-0.03,0,False,False,52.87
16,Action.B,7,4,38,0.0,0,0,-0.04,0,False,False,52.83
17,Action.NO_OP,7,4,38,0.0,0,0,-0.05,0,False,False,52.78
18,Action.NO_OP,7,4,38,0.0,0,0,-0.06,0,False,False,52.72
19,Action.NO_OP,7,4,38,0.0,0,0,-0.07,0,False,False,52.65
20,Action.DOWN,7,5,38,0.0,0,0,0.0,0,False,False,52.65
21,Action.UP,7,4,38,1.0,0,0,-0.08,0,False,False,52.57
22,Action.RIGHT,7,4,38,3.0,0,0,-0.09,0,False,False,52.48
23,Action.NO_OP,7,4,38,3.0,0,0,-0.1,0,False,False,52.379999999999995
24,Action.UP,7,3,38,1.0,0,0,-0.04,0,False,False,52.339999999999996
25,Action.LEFT,6,3,38,2.0,0,0,-0.05,0,False,False,52.29
26,Action.RIGHT,7,3,38,3.0,0,0,-0.05,0,False,False,52.24
27,Action.LEFT,6,3,38,2.0,0,0,-0.06,0,False,False,52.18
28,Action.NO_OP,6,3,38,2.0,0,0,-0.07,0,False,False,52.11
29,Action.NO_OP,6,3,38,2.0,0,0,-0.08,0,False,False,52.03
30,Action.B,6,3,38,2.0,0,0,-0.09,0,False,False,51.94
31,Action.RIGHT,7,3,38,3.0,0,0,-0.06,0,False,False,51.879999999999995
32,Action.LEFT,6,3,38,2.0,0,0,-0.1,0,False,False,51.779999999999994
33,Action.B,6,3,38,2.0,0,0,-0.1,0,False,False,51.67999999999999
34,Action.DOWN,6,4,38,0.0,0,0,1.0,0,False,False,52.67999999999999
35,Action.UP,6,3,38,1.0,0,0,-0.1,0,False,False,52.57999999999999
36,Action.NO_OP,6,3,38,1.0,0,0,-0.1,0,False,False,52.47999999999999
37,Action.RIGHT,7,3,38,3.0,0,0,-0.07,0,False,False,52.40999999999999
38,Action.A,7,3,38,3.0,0,0,-0.08,0,False,False,52.32999999999999
39,Action.B,7,3,38,3.0,0,0,-0.09,0,False,False,52.23999999999999
40,Action.LEFT,6,3,38,2.0,0,0,-0.1,0,False,False,52.139999999999986
41,Action.UP,6,2,38,1.0,0,0,0.0,0,False,False,52.139999999999986
42,Action.RIGHT,7,2,38,3.0,0,0,0.0,0,False,False,52.139999999999986
43,Action.DOWN,7,3,38,0.0,0,0,-0.1,0,False,False,52.039999999999985
44,Action.LEFT,6,3,38,2.0,0,0,-0.1,0,False,False,51.93999999999998
45,Action.UP,6,2,38,1.0,0,0,1.0,0,False,False,52.93999999999998
46,Action.NO_OP,6,2,38,1.0,0,0,0.0,0,False,False,52.93999999999998
47,Action.UP,6,1,38,1.0,0,0,0.0,0,False,False,52.93999999999998
48,Action.RIGHT,7,1,37,3.0,0,0,60.0,0,False,False,112.93999999999998
49,Action.B,7,1,37,3.0,0,0,1.0,0,False,False,113.93999999999998
50,Action.UP,7,1,37,3.0,0,0,0.0,0,False,False,113.93999999999998
51,Action.DOWN,7,1,37,0.0,0,0,-0.03,0,False,False,113.90999999999998
52,Action.LEFT,6,2,37,2.0,0,0,0.0,0,False,False,113.90999999999998
53,Action.LEFT,5,2,37,2.0,0,0,0.0,0,False,False,113.90999999999998
54,Action.RIGHT,6,2,37,3.0,0,0,1.0,0,False,False,114.90999999999998
55,Action.RIGHT,7,2,37,3.0,0,0,0.0,0,False,False,114.90999999999998
56,Action.UP,7,1,38,1.0,0,0,0.0,0,False,False,114.90999999999998
57,Action.UP,7,1,38,1.0,0,0,1.0,0,False,False,115.90999999999998
58,Action.LEFT,7,1,38,1.0,0,0,0.0,0,False,False,115.90999999999998
59,Action.UP,7,1,38,1.0,0,0,-0.03,0,False,False,115.87999999999998
60,Action.LEFT,6,1,38,2.0,0,0,1.0,0,False,False,116.87999999999998
61,Action.UP,6,1,38,1.0,0,0,0.0,0,False,False,116.87999999999998
62,Action.DOWN,6,2,38,0.0,0,0,-0.03,0,False,False,116.84999999999998
63,Action.DOWN,6,3,38,0.0,0,0,-0.1,0,False,False,116.74999999999999
64,Action.LEFT,5,3,38,2.0,0,0,0.0,0,False,False,116.74999999999999
65,Action.RIGHT,6,3,38,3.0,0,0,-0.1,0,False,False,116.64999999999999
66,Action.B,6,3,38,3.0,0,0,-0.1,0,False,False,116.55
67,Action.B,6,3,38,3.0,0,0,-0.1,0,False,False,116.45
68,Action.NO_OP,6,3,38,3.0,0,0,-0.1,0,False,False,116.35000000000001
69,Action.B,6,3,38,3.0,0,0,-0.1,0,False,False,116.25000000000001
70,Action.B,6,3,38,3.0,0,0,-0.1,0,False,False,116.15000000000002
71,Action.B,6,3,38,3.0,0,0,-0.1,0,False,False,116.05000000000003
72,Action.B,6,3,38,3.0,0,0,-0.1,0,False,False,115.95000000000003
73,Action.NO_OP,6,3,38,3.0,0,0,-0.1,0,False,False,115.85000000000004
74,Action.NO_OP,6,3,38,3.0,0,0,-0.1,0,False,False,115.75000000000004
75,Action.UP,6,2,38,1.0,0,0,-0.04,0,False,False,115.71000000000004
76,Action.B,6,2,38,1.0,0,0,-0.05,0,False,False,115.66000000000004
77,Action.UP,6,1,38,1.0,0,0,-0.03,0,False,False,115.63000000000004
78,Action.DOWN,6,2,38,0.0,0,0,-0.06,0,False,False,115.57000000000004
79,Action.B,6,2,38,0.0,0,0,-0.07,0,False,False,115.50000000000004
80,Action.DOWN,6,3,38,0.0,0,0,-0.1,0,False,False,115.40000000000005
81,Action.A,6,3,38,0.0,0,0,-0.1,0,False,False,115.30000000000005
82,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.20000000000006
83,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.10000000000007
84,Action.LEFT,5,3,38,2.0,0,0,1.0,0,False,False,116.10000000000007
85,Action.RIGHT,6,3,38,3.0,0,0,-0.1,0,False,False,116.00000000000007
86,Action.UP,6,2,38,1.0,0,0,-0.08,0,False,False,115.92000000000007
87,Action.DOWN,6,3,38,0.0,0,0,-0.1,0,False,False,115.82000000000008
88,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.72000000000008
89,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.62000000000009
90,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.5200000000001
91,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.4200000000001
92,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.3200000000001
93,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.22000000000011
94,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,115.12000000000012
95,Action.NO_OP,6,3,38,0.0,0,0,-0.1,0,False,False,115.02000000000012
96,Action.DOWN,6,4,38,0.0,0,0,0.0,0,False,False,115.02000000000012
97,Action.B,6,4,38,0.0,0,0,-0.03,0,False,False,114.99000000000012
98,Action.LEFT,5,4,38,2.0,0,0,1.0,0,False,False,115.99000000000012
99,Action.RIGHT,6,4,38,3.0,0,0,-0.04,0,False,False,115.95000000000012
100,Action.UP,6,3,38,1.0,0,0,-0.1,0,False,False,115.85000000000012
101,Action.B,6,3,38,1.0,0,0,-0.1,0,False,False,115.75000000000013
102,Action.RIGHT,7,3,38,3.0,0,0,-0.1,0,False,False,115.65000000000013
103,Action.RIGHT,7,3,38,3.0,0,0,-0.1,0,False,False,115.55000000000014
104,Action.DOWN,7,4,38,0.0,0,0,-0.1,0,False,False,115.45000000000014
105,Action.RIGHT,7,4,38,3.0,0,0,-0.1,0,False,False,115.35000000000015
106,Action.A,7,4,38,3.0,0,0,-0.1,0,False,False,115.25000000000016
107,Action.A,7,4,38,3.0,0,0,-0.1,0,False,False,115.15000000000016
108,Action.UP,7,3,38,1.0,0,0,-0.1,0,False,False,115.05000000000017
109,Action.DOWN,7,4,38,0.0,0,0,-0.1,0,False,False,114.95000000000017
110,Action.A,7,4,38,0.0,0,0,-0.1,0,False,False,114.85000000000018
111,Action.A,7,4,38,0.0,0,0,-0.1,0,False,False,114.75000000000018
112,Action.RIGHT,7,4,38,3.0,0,0,-0.1,0,False,False,114.65000000000019
113,Action.A,7,4,38,3.0,0,0,-0.1,0,False,False,114.5500000000002
114,Action.A,7,4,38,3.0,0,0,-0.1,0,False,False,114.4500000000002
115,Action.RIGHT,7,4,38,3.0,0,0,-0.1,0,False,False,114.35000000000021
116,Action.B,7,4,38,3.0,0,0,-0.1,0,False,False,114.25000000000021
117,Action.NO_OP,7,4,38,3.0,0,0,-0.1,0,False,False,114.15000000000022
118,Action.B,7,4,38,3.0,0,0,-0.1,0,False,False,114.05000000000022
119,Action.NO_OP,7,4,38,3.0,0,0,-0.1,0,False,False,113.95000000000023
120,Action.B,7,4,38,3.0,0,0,-0.1,0,False,False,113.85000000000024
121,Action.B,7,4,38,3.0,0,0,-0.1,0,False,False,113.75000000000024
122,Action.LEFT,6,4,38,2.0,0,0,-0.05,0,False,False,113.70000000000024
123,Action.UP,6,3,38,1.0,0,0,-0.1,0,False,False,113.60000000000025
124,Action.DOWN,6,4,38,0.0,0,0,-0.06,0,False,False,113.54000000000025
125,Action.LEFT,5,4,38,2.0,0,0,0.0,0,False,False,113.54000000000025
126,Action.RIGHT,6,4,38,3.0,0,0,-0.07,0,False,False,113.47000000000025
127,Action.UP,6,3,38,1.0,0,0,-0.1,0,False,False,113.37000000000026
128,Action.NO_OP,6,3,38,1.0,0,0,-0.1,0,False,False,113.27000000000027
129,Action.NO_OP,6,3,38,1.0,0,0,-0.1,0,False,False,113.17000000000027
130,Action.NO_OP,6,3,38,1.0,0,0,-0.1,0,False,False,113.07000000000028
131,Action.NO_OP,6,3,38,1.0,0,0,-0.1,0,False,False,112.97000000000028
132,Action.UP,6,2,38,1.0,0,0,-0.09,0,False,False,112.88000000000028
133,Action.DOWN,6,3,38,0.0,0,0,-0.1,0,False,False,112.78000000000029
134,Action.NO_OP,6,3,38,0.0,0,0,-0.1,0,False,False,112.68000000000029
135,Action.UP,6,2,38,1.0,0,0,-0.1,0,False,False,112.5800000000003
136,Action.DOWN,6,3,38,0.0,0,0,-0.1,0,False,False,112.4800000000003
137,Action.B,6,3,38,0.0,0,0,-0.1,0,False,False,112.38000000000031
138,Action.DOWN,6,4,38,0.0,0,0,-0.08,0,False,False,112.30000000000031
139,Action.UP,6,3,38,1.0,0,0,-0.1,0,False,False,112.20000000000032
140,Action.DOWN,6,4,38,0.0,0,0,-0.09,0,False,False,112.11000000000031
141,Action.UP,6,3,38,1.0,0,0,-0.1,0,False,False,112.01000000000032
142,Action.B,6,3,38,1.0,0,0,-0.1,0,False,False,111.91000000000032
143,Action.B,6,3,38,1.0,0,0,-0.1,0,False,False,111.81000000000033
144,Action.B,6,3,38,1.0,0,0,-0.1,0,False,False,111.71000000000033
145,Action.RIGHT,7,3,38,3.0,0,0,-0.1,0,False,False,111.61000000000034
146,Action.RIGHT,7,3,38,3.0,0,0,-0.1,0,False,False,111.51000000000035
147,Action.LEFT,6,3,38,2.0,0,0,-0.1,0,False,False,111.41000000000035
148,Action.DOWN,6,4,38,0.0,0,0,-0.1,0,False,False,111.31000000000036
149,Action.UP,6,3,38,1.0,0,0,-0.1,0,False,False,111.21000000000036
