step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.B,5,5,38,1.0,0,0,50.0,0,False,False,50.0
2,Action.NO_OP,5,5,38,1.0,0,0,1.0,0,False,False,51.0
3,Action.RIGHT,6,5,38,3.0,0,0,0.0,0,False,False,51.0
4,Action.UP,6,4,38,1.0,0,0,0.0,0,False,False,51.0
5,Action.RIGHT,7,4,38,3.0,0,0,0.0,0,False,False,51.0
6,Action.UP,7,3,38,1.0,0,0,0.0,0,False,False,51.0
7,Action.A,7,3,38,1.0,0,0,1.0,0,False,False,52.0
8,Action.UP,7,2,38,1.0,0,0,0.0,0,False,False,52.0
9,Action.UP,7,1,37,1.0,0,0,60.0,0,False,False,112.0
10,Action.UP,7,1,37,1.0,0,0,1.0,0,False,False,113.0
11,Action.RIGHT,7,1,37,1.0,0,0,0.0,0,False,False,113.0
12,Action.A,7,1,37,1.0,0,0,-0.03,0,False,False,112.97
13,Action.DOWN,7,2,37,0.0,0,0,0.0,0,False,False,112.97
14,Action.DOWN,7,3,37,0.0,0,0,0.0,0,False,False,112.97
15,Action.RIGHT,7,3,37,3.0,0,0,1.0,0,False,False,113.97
16,Action.NO_OP,7,3,37,3.0,0,0,0.0,0,False,False,113.97
17,Action.DOWN,7,4,37,0.0,0,0,0.0,0,False,False,113.97
18,Action.UP,7,3,37,1.0,0,0,-0.03,0,False,False,113.94
19,Action.B,7,3,37,1.0,0,0,-0.04,0,False,False,113.89999999999999
20,Action.DOWN,7,4,37,0.0,0,0,1.0,0,False,False,114.89999999999999
21,Action.B,7,4,37,0.0,0,0,0.0,0,False,False,114.89999999999999
22,Action.NO_OP,7,4,37,0.0,0,0,-0.03,0,False,False,114.86999999999999
23,Action.DOWN,7,5,37,0.0,0,0,0.0,0,False,False,114.86999999999999
24,Action.UP,7,4,37,1.0,0,0,-0.04,0,False,False,114.82999999999998
25,Action.RIGHT,7,4,37,3.0,0,0,-0.05,0,False,False,114.77999999999999
26,Action.LEFT,6,4,37,2.0,0,0,0.0,0,False,False,114.77999999999999
27,Action.A,6,4,37,2.0,0,0,1.0,0,False,False,115.77999999999999
28,Action.UP,6,4,37,2.0,0,0,0.0,0,False,False,115.77999999999999
29,Action.RIGHT,6,4,37,2.0,0,0,-0.03,0,False,False,115.74999999999999
30,Action.NO_OP,6,4,37,2.0,0,0,-0.04,0,False,False,115.70999999999998
31,Action.LEFT,6,4,37,2.0,0,0,-0.05,0,False,False,115.65999999999998
32,Action.B,6,4,37,2.0,0,0,-0.06,0,False,False,115.59999999999998
33,Action.UP,6,4,37,2.0,0,0,-0.07,0,False,False,115.52999999999999
34,Action.B,6,4,37,2.0,0,0,-0.08,0,False,False,115.44999999999999
35,Action.LEFT,6,4,37,2.0,0,0,-0.09,0,False,False,115.35999999999999
36,Action.B,6,4,37,2.0,0,0,-0.1,0,False,False,115.25999999999999
37,Action.RIGHT,6,4,37,2.0,0,0,-0.1,0,False,False,115.16
38,Action.B,6,4,37,2.0,0,0,-0.1,0,False,False,115.06
39,Action.B,6,4,37,2.0,0,0,-0.1,0,False,False,114.96000000000001
40,Action.UP,6,4,37,2.0,0,0,-0.1,0,False,False,114.86000000000001
41,Action.B,6,4,37,2.0,0,0,-0.1,0,False,False,114.76000000000002
42,Action.RIGHT,6,4,37,2.0,0,0,-0.1,0,False,False,114.66000000000003
43,Action.A,6,4,37,2.0,0,0,-0.1,0,False,False,114.56000000000003
44,Action.RIGHT,6,4,37,2.0,0,0,-0.1,0,False,False,114.46000000000004
45,Action.B,6,4,37,2.0,0,0,-0.1,0,False,False,114.36000000000004
46,Action.DOWN,6,5,37,0.0,0,0,0.0,0,False,False,114.36000000000004
47,Action.UP,6,4,37,1.0,0,0,-0.1,0,False,False,114.26000000000005
48,Action.RIGHT,7,4,37,3.0,0,0,-0.06,0,False,False,114.20000000000005
49,Action.DOWN,7,5,37,0.0,0,0,1.0,0,False,False,115.20000000000005
50,Action.DOWN,7,6,37,0.0,0,0,0.0,0,False,False,115.20000000000005
51,Action.NO_OP,7,6,37,0.0,0,0,1.0,0,False,False,116.20000000000005
52,Action.DOWN,7,7,37,0.0,0,0,0.0,0,False,False,116.20000000000005
53,Action.UP,7,6,37,1.0,0,0,0.0,0,False,False,116.20000000000005
54,Action.NO_OP,7,6,37,1.0,0,0,-0.03,0,False,False,116.17000000000004
55,Action.LEFT,6,6,37,2.0,0,0,0.0,0,False,False,116.17000000000004
56,Action.B,6,6,37,2.0,0,0,1.0,0,False,False,117.17000000000004
57,Action.NO_OP,6,6,37,2.0,0,0,0.0,0,False,False,117.17000000000004
58,Action.LEFT,5,6,37,2.0,0,0,0.0,0,False,False,117.17000000000004
59,Action.B,5,6,37,2.0,0,0,1.0,0,False,False,118.17000000000004
60,Action.UP,5,5,37,1.0,0,0,0.0,0,False,False,118.17000000000004
61,Action.NO_OP,5,5,37,1.0,0,0,1.0,0,False,False,119.17000000000004
62,Action.DOWN,5,6,37,0.0,0,0,0.0,0,False,False,119.17000000000004
63,Action.NO_OP,5,6,37,0.0,0,0,-0.03,0,False,False,119.14000000000004
64,Action.LEFT,4,6,37,2.0,0,0,0.0,0,False,False,119.14000000000004
65,Action.RIGHT,5,6,37,3.0,0,0,-0.04,0,False,False,119.10000000000004
66,Action.B,5,6,37,3.0,0,0,-0.05,0,False,False,119.05000000000004
67,Action.B,5,6,37,3.0,0,0,-0.06,0,False,False,118.99000000000004
68,Action.A,5,6,37,3.0,0,0,-0.07,0,False,False,118.92000000000004
69,Action.B,5,6,37,3.0,0,0,-0.08,0,False,False,118.84000000000005
70,Action.LEFT,4,6,37,2.0,0,0,1.0,0,False,False,119.84000000000005
71,Action.RIGHT,5,6,37,3.0,0,0,-0.09,0,False,False,119.75000000000004
