step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.UP,5,4,38,1.0,0,0,50.0,0,False,False,50.0
2,Action.DOWN,5,5,38,0.0,0,0,0.0,0,False,False,50.0
3,Action.LEFT,4,5,38,2.0,0,0,0.0,0,False,False,50.0
4,Action.NO_OP,4,5,38,2.0,0,0,1.0,0,False,False,51.0
5,Action.NO_OP,4,5,38,2.0,0,0,0.0,0,False,False,51.0
6,Action.NO_OP,4,5,38,2.0,0,0,-0.03,0,False,False,50.97
7,Action.NO_OP,4,5,38,2.0,0,0,-0.04,0,False,False,50.93
8,Action.NO_OP,4,5,38,2.0,0,0,-0.05,0,False,False,50.88
9,Action.RIGHT,5,5,38,3.0,0,0,1.0,0,False,False,51.88
10,Action.LEFT,4,5,38,2.0,0,0,-0.06,0,False,False,51.82
11,Action.NO_OP,4,5,38,2.0,0,0,-0.07,0,False,False,51.75
12,Action.NO_OP,4,5,38,2.0,0,0,-0.08,0,False,False,51.67
13,Action.RIGHT,5,5,38,3.0,0,0,0.0,0,False,False,51.67
14,Action.RIGHT,6,5,38,3.0,0,0,0.0,0,False,False,51.67
15,Action.B,6,5,38,3.0,0,0,1.0,0,False,False,52.67
16,Action.DOWN,6,5,38,0.0,0,0,0.0,0,False,False,52.67
17,Action.DOWN,6,5,38,0.0,0,0,-0.03,0,False,False,52.64
18,Action.DOWN,6,5,38,0.0,0,0,-0.04,0,False,False,52.6
19,Action.DOWN,6,5,38,0.0,0,0,-0.05,0,False,False,52.550000000000004
20,Action.DOWN,6,5,38,0.0,0,0,-0.06,0,False,False,52.49
21,Action.DOWN,6,5,38,0.0,0,0,-0.07,0,False,False,52.42
22,Action.LEFT,5,5,38,2.0,0,0,-0.03,0,False,False,52.39
23,Action.LEFT,4,5,38,2.0,0,0,-0.09,0,False,False,52.3
24,Action.NO_OP,4,5,38,2.0,0,0,-0.1,0,False,False,52.199999999999996
25,Action.NO_OP,4,5,38,2.0,0,0,-0.1,0,False,False,52.099999999999994
26,Action.DOWN,4,6,38,0.0,0,0,0.0,0,False,False,52.099999999999994
27,Action.DOWN,4,7,38,0.0,0,0,0.0,0,False,False,52.099999999999994
28,Action.LEFT,3,7,38,2.0,0,0,0.0,0,False,False,52.099999999999994
29,Action.DOWN,3,7,38,0.0,0,0,1.0,0,False,False,53.099999999999994
30,Action.DOWN,3,7,38,0.0,0,0,0.0,0,False,False,53.099999999999994
31,Action.B,3,7,38,0.0,0,0,-0.03,0,False,False,53.06999999999999
32,Action.NO_OP,3,7,38,0.0,0,0,-0.04,0,False,False,53.029999999999994
33,Action.NO_OP,3,7,38,0.0,0,0,-0.05,0,False,False,52.98
34,Action.NO_OP,3,7,38,0.0,0,0,-0.06,0,False,False,52.919999999999995
35,Action.NO_OP,3,7,38,0.0,0,0,-0.07,0,False,False,52.849999999999994
36,Action.NO_OP,3,7,38,0.0,0,0,-0.08,0,False,False,52.769999999999996
37,Action.NO_OP,3,7,38,0.0,0,0,-0.09,0,False,False,52.67999999999999
38,Action.NO_OP,3,7,38,0.0,0,0,-0.1,0,False,False,52.57999999999999
39,Action.LEFT,2,7,38,2.0,0,0,0.0,0,False,False,52.57999999999999
40,Action.LEFT,1,7,38,2.0,0,0,0.0,0,False,False,52.57999999999999
41,Action.LEFT,1,7,38,2.0,0,0,1.0,0,False,False,53.57999999999999
42,Action.LEFT,1,7,38,2.0,0,0,0.0,0,False,False,53.57999999999999
43,Action.LEFT,1,7,38,2.0,0,0,-0.03,0,False,False,53.54999999999999
44,Action.NO_OP,1,7,38,2.0,0,0,-0.04,0,False,False,53.50999999999999
45,Action.NO_OP,1,7,38,2.0,0,0,-0.05,0,False,False,53.459999999999994
46,Action.NO_OP,1,7,38,2.0,0,0,-0.06,0,False,False,53.39999999999999
47,Action.NO_OP,1,7,38,2.0,0,0,-0.07,0,False,False,53.32999999999999
48,Action.NO_OP,1,7,38,2.0,0,0,-0.08,0,False,False,53.24999999999999
49,Action.NO_OP,1,7,38,2.0,0,0,-0.09,0,False,False,53.15999999999999
50,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,53.05999999999999
51,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,52.95999999999999
52,Action.B,1,7,38,0.0,0,0,-0.1,0,False,False,52.859999999999985
53,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,52.759999999999984
54,Action.LEFT,1,7,38,2.0,0,0,-0.1,0,False,False,52.65999999999998
55,Action.LEFT,1,7,38,2.0,0,0,-0.1,0,False,False,52.55999999999998
56,Action.UP,1,6,38,1.0,0,0,0.0,0,False,False,52.55999999999998
57,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,52.45999999999998
58,Action.LEFT,1,7,38,2.0,0,0,-0.1,0,False,False,52.35999999999998
59,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,52.25999999999998
60,Action.NO_OP,1,7,38,0.0,0,0,-0.1,0,False,False,52.159999999999975
61,Action.NO_OP,1,7,38,0.0,0,0,-0.1,0,False,False,52.059999999999974
62,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,51.95999999999997
63,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,51.85999999999997
64,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,51.75999999999997
65,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,51.65999999999997
66,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,51.55999999999997
67,Action.DOWN,1,7,38,0.0,0,0,-0.1,0,False,False,51.459999999999965
