step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.UP,5,4,38,1.0,0,0,50.0,0,False,False,50.0
2,Action.UP,5,3,38,1.0,0,0,0.0,0,False,False,50.0
3,Action.B,5,3,38,1.0,0,0,1.0,0,False,False,51.0
4,Action.RIGHT,6,3,38,3.0,0,0,0.0,0,False,False,51.0
5,Action.DOWN,6,4,38,0.0,0,0,0.0,0,False,False,51.0
6,Action.NO_OP,6,4,38,0.0,0,0,1.0,0,False,False,52.0
7,Action.A,6,4,38,0.0,0,0,0.0,0,False,False,52.0
8,Action.B,6,4,38,0.0,0,0,-0.03,0,False,False,51.97
9,Action.A,6,4,38,0.0,0,0,-0.04,0,False,False,51.93
10,Action.A,6,4,38,0.0,0,0,-0.05,0,False,False,51.88
11,Action.A,6,4,38,0.0,0,0,-0.06,0,False,False,51.82
12,Action.A,6,4,38,0.0,0,0,-0.07,0,False,False,51.75
13,Action.A,6,4,38,0.0,0,0,-0.08,0,False,False,51.67
14,Action.A,6,4,38,0.0,0,0,-0.09,0,False,False,51.58
15,Action.NO_OP,6,4,38,0.0,0,0,-0.1,0,False,False,51.48
16,Action.NO_OP,6,4,38,0.0,0,0,-0.1,0,False,False,51.379999999999995
17,Action.NO_OP,6,4,38,0.0,0,0,-0.1,0,False,False,51.279999999999994
18,Action.NO_OP,6,4,38,0.0,0,0,-0.1,0,False,False,51.17999999999999
19,Action.NO_OP,6,4,38,0.0,0,0,-0.1,0,False,False,51.07999999999999
20,Action.DOWN,6,5,38,0.0,0,0,0.0,0,False,False,51.07999999999999
21,Action.UP,6,4,38,1.0,0,0,-0.1,0,False,False,50.97999999999999
22,Action.NO_OP,6,4,38,1.0,0,0,-0.1,0,False,False,50.87999999999999
23,Action.NO_OP,6,4,38,1.0,0,0,-0.1,0,False,False,50.77999999999999
24,Action.NO_OP,6,4,38,1.0,0,0,-0.1,0,False,False,50.679999999999986
25,Action.NO_OP,6,4,38,1.0,0,0,-0.1,0,False,False,50.579999999999984
26,Action.B,6,4,38,1.0,0,0,-0.1,0,False,False,50.47999999999998
27,Action.B,6,4,38,1.0,0,0,-0.1,0,False,False,50.37999999999998
28,Action.B,6,4,38,1.0,0,0,-0.1,0,False,False,50.27999999999998
29,Action.A,6,4,38,1.0,0,0,-0.1,0,False,False,50.17999999999998
30,Action.A,6,4,38,1.0,0,0,-0.1,0,False,False,50.07999999999998
31,Action.A,6,4,38,1.0,0,0,-0.1,0,False,False,49.979999999999976
32,Action.B,6,4,38,1.0,0,0,-0.1,0,False,False,49.879999999999974
33,Action.A,6,4,38,1.0,0,0,-0.1,0,False,False,49.77999999999997
34,Action.A,6,4,38,1.0,0,0,-0.1,0,False,False,49.67999999999997
35,Action.A,6,4,38,1.0,0,0,-0.1,0,False,False,49.57999999999997
36,Action.A,6,4,38,1.0,0,0,-0.1,0,False,False,49.47999999999997
37,Action.UP,6,3,38,1.0,0,0,1.0,0,False,False,50.47999999999997
38,Action.RIGHT,7,3,38,3.0,0,0,0.0,0,False,False,50.47999999999997
39,Action.B,7,3,38,3.0,0,0,1.0,0,False,False,51.47999999999997
40,Action.B,7,3,38,3.0,0,0,0.0,0,False,False,51.47999999999997
41,Action.LEFT,6,3,38,2.0,0,0,0.0,0,False,False,51.47999999999997
42,Action.UP,6,2,38,1.0,0,0,0.0,0,False,False,51.47999999999997
43,Action.DOWN,6,3,38,0.0,0,0,-0.03,0,False,False,51.44999999999997
44,Action.B,6,3,38,0.0,0,0,-0.04,0,False,False,51.40999999999997
45,Action.LEFT,5,3,38,2.0,0,0,0.0,0,False,False,51.40999999999997
46,Action.NO_OP,5,3,38,2.0,0,0,-0.03,0,False,False,51.37999999999997
47,Action.NO_OP,5,3,38,2.0,0,0,-0.04,0,False,False,51.33999999999997
48,Action.A,5,3,38,2.0,0,0,-0.05,0,False,False,51.28999999999997
49,Action.RIGHT,6,3,38,3.0,0,0,-0.05,0,False,False,51.239999999999974
50,Action.A,6,3,38,3.0,0,0,-0.06,0,False,False,51.17999999999997
51,Action.RIGHT,7,3,38,3.0,0,0,-0.03,0,False,False,51.14999999999997
52,Action.B,7,3,38,3.0,0,0,-0.04,0,False,False,51.10999999999997
53,Action.A,7,3,38,3.0,0,0,-0.05,0,False,False,51.059999999999974
54,Action.A,7,3,38,3.0,0,0,-0.06,0,False,False,50.99999999999997
55,Action.RIGHT,7,3,38,3.0,0,0,-0.07,0,False,False,50.92999999999997
56,Action.RIGHT,7,3,38,3.0,0,0,-0.08,0,False,False,50.84999999999997
57,Action.DOWN,7,4,38,0.0,0,0,0.0,0,False,False,50.84999999999997
58,Action.DOWN,7,5,38,0.0,0,0,0.0,0,False,False,50.84999999999997
59,Action.B,7,5,38,0.0,0,0,1.0,0,False,False,51.84999999999997
60,Action.A,7,5,38,0.0,0,0,0.0,0,False,False,51.84999999999997
61,Action.A,7,5,38,0.0,0,0,-0.03,0,False,False,51.81999999999997
62,Action.A,7,5,38,0.0,0,0,-0.04,0,False,False,51.77999999999997
63,Action.A,7,5,38,0.0,0,0,-0.05,0,False,False,51.729999999999976
64,Action.A,7,5,38,0.0,0,0,-0.06,0,False,False,51.66999999999997
65,Action.A,7,5,38,0.0,0,0,-0.07,0,False,False,51.59999999999997
66,Action.A,7,5,38,0.0,0,0,-0.08,0,False,False,51.519999999999975
67,Action.A,7,5,38,0.0,0,0,-0.09,0,False,False,51.42999999999997
68,Action.B,7,5,38,0.0,0,0,-0.1,0,False,False,51.32999999999997
69,Action.A,7,5,38,0.0,0,0,-0.1,0,False,False,51.22999999999997
70,Action.A,7,5,38,0.0,0,0,-0.1,0,False,False,51.12999999999997
71,Action.A,7,5,38,0.0,0,0,-0.1,0,False,False,51.029999999999966
72,Action.A,7,5,38,0.0,0,0,-0.1,0,False,False,50.929999999999964
73,Action.A,7,5,38,0.0,0,0,-0.1,0,False,False,50.82999999999996
74,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,50.72999999999996
75,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,50.62999999999996
76,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,50.52999999999996
77,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,50.42999999999996
78,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,50.329999999999956
79,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,50.229999999999954
80,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,50.12999999999995
81,Action.B,7,5,38,0.0,0,0,-0.1,0,False,False,50.02999999999995
82,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,49.92999999999995
83,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,49.82999999999995
84,Action.NO_OP,7,5,38,0.0,0,0,-0.1,0,False,False,49.72999999999995
