step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.UP,5,4,38,1.0,0,0,50.0,0,False,False,50.0
2,Action.LEFT,4,4,38,2.0,0,0,0.0,0,False,False,50.0
3,Action.LEFT,4,4,38,2.0,0,0,1.0,0,False,False,51.0
4,Action.LEFT,4,4,38,2.0,0,0,0.0,0,False,False,51.0
5,Action.LEFT,4,4,38,2.0,0,0,-0.03,0,False,False,50.97
6,Action.LEFT,4,4,38,2.0,0,0,-0.04,0,False,False,50.93
7,Action.LEFT,4,4,38,2.0,0,0,-0.05,0,False,False,50.88
8,Action.LEFT,4,4,38,2.0,0,0,-0.06,0,False,False,50.82
9,Action.LEFT,4,4,38,2.0,0,0,-0.07,0,False,False,50.75
10,Action.LEFT,4,4,38,2.0,0,0,-0.08,0,False,False,50.67
11,Action.A,4,4,38,2.0,0,0,-0.09,0,False,False,50.58
12,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,50.48
13,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,50.379999999999995
14,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,50.279999999999994
15,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,50.17999999999999
16,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,50.07999999999999
17,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,49.97999999999999
18,Action.NO_OP,4,4,38,2.0,0,0,-0.1,0,False,False,49.87999999999999
19,Action.NO_OP,4,4,38,2.0,0,0,-0.1,0,False,False,49.77999999999999
20,Action.UP,4,3,38,1.0,0,0,0.0,0,False,False,49.77999999999999
21,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,49.679999999999986
22,Action.NO_OP,4,4,38,0.0,0,0,-0.1,0,False,False,49.579999999999984
23,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,49.47999999999998
24,Action.DOWN,4,5,38,0.0,0,0,0.0,0,False,False,49.47999999999998
25,Action.UP,4,4,38,1.0,0,0,-0.1,0,False,False,49.37999999999998
26,Action.A,4,4,38,1.0,0,0,-0.1,0,False,False,49.27999999999998
27,Action.A,4,4,38,1.0,0,0,-0.1,0,False,False,49.17999999999998
28,Action.A,4,4,38,1.0,0,0,-0.1,0,False,False,49.07999999999998
29,Action.A,4,4,38,1.0,0,0,-0.1,0,False,False,48.979999999999976
30,Action.A,4,4,38,1.0,0,0,-0.1,0,False,False,48.879999999999974
31,Action.UP,4,3,38,1.0,0,0,1.0,0,False,False,49.879999999999974
32,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,49.77999999999997
33,Action.UP,4,3,38,1.0,0,0,0.0,0,False,False,49.77999999999997
34,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,49.67999999999997
35,Action.DOWN,4,5,38,0.0,0,0,1.0,0,False,False,50.67999999999997
36,Action.A,4,5,38,0.0,0,0,0.0,0,False,False,50.67999999999997
37,Action.LEFT,4,5,38,2.0,0,0,-0.03,0,False,False,50.64999999999997
38,Action.RIGHT,5,5,38,3.0,0,0,0.0,0,False,False,50.64999999999997
39,Action.UP,5,4,38,1.0,0,0,1.0,0,False,False,51.64999999999997
40,Action.DOWN,5,5,38,0.0,0,0,1.0,0,False,False,52.64999999999997
41,Action.UP,5,4,38,1.0,0,0,0.0,0,False,False,52.64999999999997
42,Action.DOWN,5,5,38,0.0,0,0,0.0,0,False,False,52.64999999999997
43,Action.NO_OP,5,5,38,0.0,0,0,-0.03,0,False,False,52.61999999999997
44,Action.UP,5,4,38,1.0,0,0,-0.03,0,False,False,52.58999999999997
45,Action.DOWN,5,5,38,0.0,0,0,-0.04,0,False,False,52.54999999999997
46,Action.UP,5,4,38,1.0,0,0,-0.04,0,False,False,52.50999999999997
47,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,52.40999999999997
48,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,52.30999999999997
49,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,52.209999999999965
50,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,52.109999999999964
51,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,52.00999999999996
52,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,51.90999999999996
53,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,51.80999999999996
54,Action.UP,4,3,38,1.0,0,0,-0.03,0,False,False,51.77999999999996
55,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,51.67999999999996
56,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,51.579999999999956
57,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,51.479999999999954
58,Action.B,4,4,38,0.0,0,0,-0.1,0,False,False,51.37999999999995
59,Action.B,4,4,38,0.0,0,0,-0.1,0,False,False,51.27999999999995
60,Action.B,4,4,38,0.0,0,0,-0.1,0,False,False,51.17999999999995
61,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,51.07999999999995
62,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,50.97999999999995
63,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,50.879999999999946
64,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,50.779999999999944
65,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,50.67999999999994
66,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,50.57999999999994
67,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,50.47999999999994
68,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,50.37999999999994
69,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,50.27999999999994
70,Action.UP,4,3,38,1.0,0,0,-0.04,0,False,False,50.23999999999994
71,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,50.13999999999994
72,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,50.039999999999935
73,Action.UP,4,3,38,1.0,0,0,-0.05,0,False,False,49.98999999999994
74,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,49.88999999999994
75,Action.UP,4,3,38,1.0,0,0,-0.06,0,False,False,49.829999999999934
76,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,49.72999999999993
77,Action.NO_OP,4,4,38,0.0,0,0,-0.1,0,False,False,49.62999999999993
78,Action.B,4,4,38,0.0,0,0,-0.1,0,False,False,49.52999999999993
79,Action.B,4,4,38,0.0,0,0,-0.1,0,False,False,49.42999999999993
80,Action.B,4,4,38,0.0,0,0,-0.1,0,False,False,49.32999999999993
81,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,49.229999999999926
82,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,49.129999999999924
83,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,49.02999999999992
84,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,48.92999999999992
85,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,48.82999999999992
86,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,48.72999999999992
87,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,48.62999999999992
88,Action.A,4,4,38,0.0,0,0,-0.1,0,False,False,48.529999999999916
89,Action.UP,4,3,38,1.0,0,0,-0.07,0,False,False,48.459999999999916
90,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,48.359999999999914
91,Action.DOWN,4,5,38,0.0,0,0,-0.04,0,False,False,48.319999999999915
92,Action.A,4,5,38,0.0,0,0,-0.05,0,False,False,48.26999999999992
93,Action.B,4,5,38,0.0,0,0,-0.06,0,False,False,48.209999999999916
94,Action.RIGHT,5,5,38,3.0,0,0,-0.05,0,False,False,48.15999999999992
95,Action.UP,5,4,38,1.0,0,0,-0.05,0,False,False,48.10999999999992
96,Action.DOWN,5,5,38,0.0,0,0,-0.06,0,False,False,48.04999999999992
97,Action.UP,5,4,38,1.0,0,0,-0.06,0,False,False,47.98999999999992
98,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,47.889999999999915
99,Action.LEFT,4,4,38,2.0,0,0,-0.1,0,False,False,47.789999999999914
100,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,47.68999999999991
101,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,47.58999999999991
102,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,47.48999999999991
103,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,47.38999999999991
104,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,47.28999999999991
105,Action.A,4,4,38,2.0,0,0,-0.1,0,False,False,47.189999999999905
106,Action.UP,4,3,38,1.0,0,0,-0.08,0,False,False,47.10999999999991
107,Action.DOWN,4,4,38,0.0,0,0,-0.1,0,False,False,47.009999999999906
108,Action.DOWN,4,5,38,0.0,0,0,-0.07,0,False,False,46.939999999999905
109,Action.A,4,5,38,0.0,0,0,-0.08,0,False,False,46.85999999999991
110,Action.DOWN,4,6,38,0.0,0,0,0.0,0,False,False,46.85999999999991
111,Action.DOWN,4,7,38,0.0,0,0,0.0,0,False,False,46.85999999999991
112,Action.DOWN,4,7,38,0.0,0,0,1.0,0,False,False,47.85999999999991
113,Action.LEFT,3,7,38,2.0,0,0,0.0,0,False,False,47.85999999999991
114,Action.DOWN,3,7,38,0.0,0,0,1.0,0,False,False,48.85999999999991
115,Action.DOWN,3,7,38,0.0,0,0,0.0,0,False,False,48.85999999999991
116,Action.B,3,7,38,0.0,0,0,-0.03,0,False,False,48.829999999999906
117,Action.B,3,7,38,0.0,0,0,-0.04,0,False,False,48.78999999999991
118,Action.B,3,7,38,0.0,0,0,-0.05,0,False,False,48.73999999999991
119,Action.B,3,7,38,0.0,0,0,-0.06,0,False,False,48.67999999999991
120,Action.LEFT,2,7,38,2.0,0,0,0.0,0,False,False,48.67999999999991
121,Action.LEFT,1,7,38,2.0,0,0,0.0,0,False,False,48.67999999999991
122,Action.B,1,7,38,2.0,0,0,1.0,0,False,False,49.67999999999991
123,Action.B,1,7,38,2.0,0,0,0.0,0,False,False,49.67999999999991
124,Action.B,1,7,38,2.0,0,0,-0.03,0,False,False,49.649999999999906
125,Action.B,1,7,38,2.0,0,0,-0.04,0,False,False,49.60999999999991
126,Action.B,1,7,38,2.0,0,0,-0.05,0,False,False,49.55999999999991
127,Action.NO_OP,1,7,38,2.0,0,0,-0.06,0,False,False,49.49999999999991
128,Action.NO_OP,1,7,38,2.0,0,0,-0.07,0,False,False,49.42999999999991
129,Action.NO_OP,1,7,38,2.0,0,0,-0.08,0,False,False,49.34999999999991
130,Action.NO_OP,1,7,38,2.0,0,0,-0.09,0,False,False,49.259999999999906
131,Action.NO_OP,1,7,38,2.0,0,0,-0.1,0,False,False,49.159999999999904
