step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.LEFT,4,5,38,2.0,0,0,50.0,0,False,False,50.0
2,Action.LEFT,4,5,38,2.0,0,0,1.0,0,False,False,51.0
3,Action.LEFT,4,5,38,2.0,0,0,0.0,0,False,False,51.0
4,Action.DOWN,4,6,38,0.0,0,0,0.0,0,False,False,51.0
5,Action.A,4,6,38,0.0,0,0,1.0,0,False,False,52.0
6,Action.LEFT,3,6,38,2.0,0,0,0.0,0,False,False,52.0
7,Action.LEFT,2,6,38,2.0,0,0,0.0,0,False,False,52.0
8,Action.A,2,6,38,2.0,0,0,1.0,0,False,False,53.0
9,Action.DOWN,2,7,38,0.0,0,0,0.0,0,False,False,53.0
10,Action.A,2,7,38,0.0,0,0,1.0,0,False,False,54.0
11,Action.A,2,7,38,0.0,0,0,0.0,0,False,False,54.0
12,Action.A,2,7,38,0.0,0,0,-0.03,0,False,False,53.97
13,Action.A,2,7,38,0.0,0,0,-0.04,0,False,False,53.93
14,Action.A,2,7,38,0.0,0,0,-0.05,0,False,False,53.88
15,Action.A,2,7,38,0.0,0,0,-0.06,0,False,False,53.82
16,Action.LEFT,1,7,38,2.0,0,0,0.0,0,False,False,53.82
17,Action.RIGHT,2,7,38,3.0,0,0,-0.07,0,False,False,53.75
18,Action.NO_OP,2,7,38,3.0,0,0,-0.08,0,False,False,53.67
19,Action.NO_OP,2,7,38,3.0,0,0,-0.09,0,False,False,53.58
20,Action.NO_OP,2,7,38,3.0,0,0,-0.1,0,False,False,53.48
21,Action.DOWN,2,7,38,0.0,0,0,-0.1,0,False,False,53.379999999999995
22,Action.NO_OP,2,7,38,0.0,0,0,-0.1,0,False,False,53.279999999999994
23,Action.RIGHT,3,7,38,3.0,0,0,0.0,0,False,False,53.279999999999994
24,Action.UP,3,6,38,1.0,0,0,1.0,0,False,False,54.279999999999994
25,Action.LEFT,2,6,38,2.0,0,0,0.0,0,False,False,54.279999999999994
26,Action.DOWN,2,7,38,0.0,0,0,-0.1,0,False,False,54.17999999999999
