step,action,x,y,map,direction,hp,battle,reward,visited_tiles,terminated,truncated,episode_reward
1,Action.NO_OP,5,5,38,1.0,0,0,9.9,1,False,False,9.9
2,Action.NO_OP,5,5,38,1.0,0,0,-0.1,1,False,False,9.8
3,Action.LEFT,5,5,38,1.0,0,0,-0.1,1,False,False,9.700000000000001
4,Action.NO_OP,5,5,38,1.0,0,0,-0.1,1,False,False,9.600000000000001
5,Action.NO_OP,5,5,38,1.0,0,0,-0.1,1,False,False,9.500000000000002
6,Action.NO_OP,5,5,38,1.0,0,0,-0.1,1,False,False,9.400000000000002
7,Action.NO_OP,5,5,38,1.0,0,0,-0.1,1,False,False,9.300000000000002
8,Action.NO_OP,5,5,38,1.0,0,0,-0.1,1,False,False,9.200000000000003
9,Action.RIGHT,5,5,38,3.0,0,0,-0.1,1,False,False,9.100000000000003
10,Action.UP,5,5,38,3.0,0,0,-0.1,1,False,False,9.000000000000004
11,Action.UP,5,5,38,1.0,0,0,-0.1,1,False,False,8.900000000000004
12,Action.UP,5,5,38,1.0,0,0,-0.1,1,False,False,8.800000000000004
13,Action.UP,5,4,38,1.0,0,0,9.9,2,False,False,18.700000000000003
14,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,18.6
15,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,18.5
16,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,18.4
17,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,18.299999999999997
18,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,18.199999999999996
19,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,18.099999999999994
20,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,17.999999999999993
21,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,17.89999999999999
22,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,17.79999999999999
23,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,17.69999999999999
24,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,17.599999999999987
25,Action.A,5,4,38,1.0,0,0,-0.1,2,False,False,17.499999999999986
26,Action.RIGHT,5,4,38,1.0,0,0,-0.1,2,False,False,17.399999999999984
27,Action.UP,5,3,38,1.0,0,0,9.9,3,False,False,27.299999999999983
28,Action.DOWN,5,3,38,1.0,0,0,-0.1,3,False,False,27.19999999999998
29,Action.A,5,3,38,1.0,0,0,-0.1,3,False,False,27.09999999999998
30,Action.A,5,3,38,1.0,0,0,-0.1,3,False,False,26.99999999999998
31,Action.UP,5,2,38,1.0,0,0,9.9,4,False,False,36.89999999999998
32,Action.DOWN,5,2,38,1.0,0,0,-0.1,4,False,False,36.799999999999976
33,Action.RIGHT,5,2,38,3.0,0,0,-0.1,4,False,False,36.699999999999974
34,Action.RIGHT,5,2,38,3.0,0,0,-0.1,4,False,False,36.59999999999997
35,Action.RIGHT,6,2,38,3.0,0,0,9.9,5,False,False,46.49999999999997
36,Action.A,6,2,38,3.0,0,0,-0.1,5,False,False,46.39999999999997
37,Action.LEFT,6,2,38,2.0,0,0,-0.1,5,False,False,46.29999999999997
